,source,target,JW,HPP,p50k_base,cl100k_base,r50k_base,gpt2
0,http://www.okkam.org/oaie/restaurant1-Restaurant77,http://www.okkam.org/oaie/restaurant2-Restaurant77,0.40321103188750246,0.37348072624039697,0.5928552813302749,0.6157650398608319,0.5928552813302749,0.5928552813302749
1,http://www.okkam.org/oaie/restaurant1-Restaurant46,http://www.okkam.org/oaie/restaurant2-Restaurant46,0.4327020202020202,0.4058010416535367,0.5252291268225078,0.40503628008525533,0.5252291268225078,0.5252291268225078
2,http://www.okkam.org/oaie/restaurant1-Restaurant51,http://www.okkam.org/oaie/restaurant2-Restaurant51,0.39783249158249157,0.3534106915834893,0.6347566286815264,0.619379977461121,0.6347566286815264,0.6347566286815264
3,http://www.okkam.org/oaie/restaurant1-Restaurant45,http://www.okkam.org/oaie/restaurant2-Restaurant45,0.4550184146337993,0.3883878595178291,0.7261186116403359,0.41147193072970234,0.7261186116403359,0.7261186116403359
4,http://www.okkam.org/oaie/restaurant1-Restaurant7,http://www.okkam.org/oaie/restaurant2-Restaurant7,0.3824365539046979,0.2855056308788948,0.7643941371405404,0.678114655271303,0.7643941371405404,0.7643941371405404
5,http://www.okkam.org/oaie/restaurant1-Restaurant72,http://www.okkam.org/oaie/restaurant2-Restaurant72,0.4731823442760943,0.4889322944668031,0.8412740147810126,0.8705654072007937,0.8412740147810126,0.8412740147810126
6,http://www.okkam.org/oaie/restaurant1-Restaurant31,http://www.okkam.org/oaie/restaurant2-Restaurant31,0.3874158249158249,0.3654253800285547,0.5046052842977484,0.5022858575274659,0.5046052842977484,0.5046052842977484
7,http://www.okkam.org/oaie/restaurant1-Restaurant97,http://www.okkam.org/oaie/restaurant2-Restaurant97,0.3987794612794613,0.3868447261341951,0.5920391088991722,0.5736563874977113,0.5920391088991722,0.5920391088991722
8,http://www.okkam.org/oaie/restaurant1-Restaurant23,http://www.okkam.org/oaie/restaurant2-Restaurant23,0.5506253006253007,0.4555303864056682,0.5967617018686614,0.47181699721464215,0.5967617018686614,0.5967617018686614
9,http://www.okkam.org/oaie/restaurant1-Restaurant93,http://www.okkam.org/oaie/restaurant2-Restaurant93,0.39156445406445406,0.3711770657555859,0.4718638953855819,0.3995622967660184,0.4718638953855819,0.4718638953855819
