,source,target,JW,HPP,p50k_base,cl100k_base,r50k_base,gpt2
0,http://mouse.owl#MA_0001384,http://human.owl#NCI_C52781,0.7999999999999999,0.9713095238095237,0.10218276872359414,0.17232809198962967,0.10218276872359414,0.10218276872359414
1,http://mouse.owl#MA_0002116,http://human.owl#NCI_C52687,0.8333333333333334,0.9935874952853406,0.16475035379975037,0.39960358329887924,0.16475035379975037,0.16475035379975037
2,http://mouse.owl#MA_0001904,http://human.owl#NCI_C12702,0.9259259259259259,1.0,0.9726785326107543,0.9903858969433239,0.9726785326107543,0.9726785326107543
3,http://mouse.owl#MA_0001744,http://human.owl#NCI_C33049,0.48809523809523814,0.3148351648351649,0.8549643711931343,0.08417441136302031,0.8549643711931343,0.8549643711931343
4,http://mouse.owl#MA_0001236,http://human.owl#NCI_C13190,0.8278388278388279,0.9954332280592977,0.0158198123361168,0.01098895402214583,0.0158198123361168,0.0158198123361168
5,http://mouse.owl#MA_0000235,http://human.owl#NCI_C49601,0.8245614035087719,0.9971548045999835,0.031821950046919005,0.2391358388622389,0.031821950046919005,0.031821950046919005
6,http://mouse.owl#MA_0002368,http://human.owl#NCI_C33515,0.7962962962962963,0.8759999999999999,0.9756801306311536,0.7045196809219592,0.9756801306311536,0.9756801306311536
7,http://mouse.owl#MA_0000361,http://human.owl#NCI_C32965,0.4997113997113997,0.7205799455799456,0.29860317183487267,0.7774087285992651,0.29860317183487267,0.29860317183487267
8,http://mouse.owl#MA_0000074,http://human.owl#NCI_C12869,0.6909536541889483,0.8369897959183673,0.9665489076318609,0.5425860059708095,0.9665489076318609,0.9665489076318609
9,http://mouse.owl#MA_0001793,http://human.owl#NCI_C12277,0.7794871794871795,0.9995249835634451,0.4374467699539528,0.04403039304066505,0.4374467699539528,0.4374467699539528
10,http://mouse.owl#MA_0000740,http://human.owl#NCI_C33029,0.8039215686274511,0.9578431372549019,0.7020294731627397,0.37805425666996595,0.7020294731627397,0.7020294731627397
11,http://mouse.owl#MA_0001724,http://human.owl#NCI_C49218,0.834733893557423,0.978449156895874,0.1436234638918791,0.6270313917699306,0.1436234638918791,0.1436234638918791
12,http://mouse.owl#MA_0000089,http://human.owl#NCI_C12775,0.8388888888888889,0.9984378684807256,0.8336870315669525,0.8847431888216513,0.8336870315669525,0.8336870315669525
13,http://mouse.owl#MA_0000207,http://human.owl#NCI_C12510,0.30128205128205127,0.1984126984126984,0.009668063451720095,0.2436386007115391,0.009668063451720095,0.009668063451720095
14,http://mouse.owl#MA_0002068,http://human.owl#NCI_C53025,0.861111111111111,0.9689370180246901,0.08579234505507521,0.8160449266657174,0.08579234505507521,0.08579234505507521
15,http://mouse.owl#MA_0001105,http://human.owl#NCI_C12808,0.8222222222222223,0.8796040659677022,0.7871197703609867,0.7239257957030982,0.7871197703609867,0.7871197703609867
16,http://mouse.owl#MA_0001589,http://human.owl#NCI_C12233,0.8947368421052632,0.9727481763535939,0.5273816605757916,0.5517959200072318,0.5273816605757916,0.5273816605757916
17,http://mouse.owl#MA_0000247,http://human.owl#NCI_C33844,0.9047619047619048,1.0,0.3154555855858784,0.029590445014510428,0.3154555855858784,0.3154555855858784
18,http://mouse.owl#MA_0001542,http://human.owl#NCI_C12268,0.798076923076923,0.9841638682955464,0.9158973415218515,0.5441962284874781,0.9158973415218515,0.9158973415218515
19,http://mouse.owl#MA_0002430,http://human.owl#NCI_C49217,0.8550724637681159,0.9867757356725512,0.7247022666141179,0.891915047478023,0.7247022666141179,0.7247022666141179
20,http://mouse.owl#MA_0002041,http://human.owl#NCI_C52739,0.8412698412698413,0.9917182534704294,0.6538159380822552,0.0583565807102471,0.6538159380822552,0.6538159380822552
21,http://mouse.owl#MA_0000219,http://human.owl#NCI_C12673,0.8435672514619883,0.988655804611487,0.8784559411400135,0.7691241156876025,0.8784559411400135,0.8784559411400135
22,http://mouse.owl#MA_0002346,http://human.owl#NCI_C32857,0.5283868037491226,0.5572905386666998,0.9160587305005934,0.24524406259458445,0.9160587305005934,0.9160587305005934
23,http://mouse.owl#MA_0002378,http://human.owl#NCI_C53014,0.8222222222222223,0.9664540338852364,0.6499667564503347,0.3664453314976395,0.6499667564503347,0.6499667564503347
24,http://mouse.owl#MA_0001249,http://human.owl#NCI_C33075,0.6000000000000001,0.5748833333333333,0.1669684248148974,0.4444862941041189,0.1669684248148974,0.1669684248148974
25,http://mouse.owl#MA_0002391,http://human.owl#NCI_C53072,0.8245614035087719,0.992894731618106,0.33821683672014125,0.24270412721339277,0.33821683672014125,0.33821683672014125
26,http://mouse.owl#MA_0001616,http://human.owl#NCI_C12261,0.6821581196581196,0.9361442927987045,0.7224051317307707,0.8386019801824749,0.7224051317307707,0.7224051317307707
27,http://mouse.owl#MA_0000376,http://human.owl#NCI_C33456,0.39166666666666666,0.5384729147420285,0.4548481525194261,0.5074707980732844,0.4548481525194261,0.4548481525194261
28,http://mouse.owl#MA_0002217,http://human.owl#NCI_C33546,0.6090909090909091,0.8676605339105337,0.21995482683371723,0.061295499623961205,0.21995482683371723,0.21995482683371723
29,http://mouse.owl#MA_0001170,http://human.owl#NCI_C52813,0.8461538461538461,0.9938452674639405,0.05102449996366876,0.24640926263773824,0.05102449996366876,0.05102449996366876
30,http://mouse.owl#MA_0001600,http://human.owl#NCI_C49583,0.7761437908496732,0.9899393090569559,0.5740302244029177,0.7844046727786038,0.5740302244029177,0.5740302244029177
31,http://mouse.owl#MA_0001992,http://human.owl#NCI_C52961,0.7662337662337663,0.9936380385487529,0.06115818981696076,0.05198848137050797,0.06115818981696076,0.06115818981696076
32,http://mouse.owl#MA_0002272,http://human.owl#NCI_C53150,0.9333333333333332,1.0,0.6710205192749363,0.9999990454371933,0.6710205192749363,0.6710205192749363
33,http://mouse.owl#MA_0000274,http://human.owl#NCI_C32905,0.7777777777777778,0.9676356732229121,0.05479726037703654,0.998647471015466,0.05479726037703654,0.05479726037703654
34,http://mouse.owl#MA_0002215,http://human.owl#NCI_C33511,0.8571428571428571,0.9936380385487529,0.003939684550181341,0.033446130993970445,0.003939684550181341,0.003939684550181341
35,http://mouse.owl#MA_0000630,http://human.owl#NCI_C52753,0.7777777777777777,0.9814814814814814,0.22384244668338804,0.303411201389003,0.22384244668338804,0.22384244668338804
36,http://mouse.owl#MA_0000063,http://human.owl#NCI_C12672,0.9259259259259259,1.0,0.9512934278964216,0.9935486058087712,0.9512934278964216,0.9512934278964216
37,http://mouse.owl#MA_0001366,http://human.owl#NCI_C52794,0.8260869565217391,0.9936178555743773,0.8021207375846297,0.2548892337508632,0.8021207375846297,0.8021207375846297
38,http://mouse.owl#MA_0001010,http://human.owl#NCI_C12836,0.8322368421052632,0.8030406101834673,0.07332269568631339,0.8830017707845792,0.07332269568631339,0.07332269568631339
39,http://mouse.owl#MA_0002660,http://human.owl#NCI_C32356,0.8245614035087719,0.9999101158733004,0.20990271672153096,0.2504339926064359,0.20990271672153096,0.20990271672153096
40,http://mouse.owl#MA_0001836,http://human.owl#NCI_C49212,0.8365539452495975,0.9943887794466625,0.7151333709112085,0.7270801319184995,0.7151333709112085,0.7151333709112085
41,http://mouse.owl#MA_0001091,http://human.owl#NCI_C12714,0.7708333333333334,0.7179421768707481,0.5694748767305332,0.5155869081139399,0.5694748767305332,0.5694748767305332
42,http://mouse.owl#MA_0002571,http://human.owl#NCI_C32455,0.7467948717948718,0.9920546122094671,0.9995626751985529,0.9587686147475536,0.9995626751985529,0.9995626751985529
43,http://mouse.owl#MA_0000811,http://human.owl#NCI_C49346,0.8461538461538461,0.9995249835634451,0.646184423585075,0.6356458649296527,0.646184423585075,0.646184423585075
44,http://mouse.owl#MA_0000582,http://human.owl#NCI_C52757,0.7777777777777777,0.8888888888888888,0.14882284383332875,0.3061718524892634,0.14882284383332875,0.14882284383332875
45,http://mouse.owl#MA_0000328,http://human.owl#NCI_C12736,0.9259259259259259,1.0,0.9855963558751479,0.8843535294006477,0.9855963558751479,0.9855963558751479
46,http://mouse.owl#MA_0000421,http://human.owl#NCI_C49473,0.6888888888888888,0.9154215625644196,0.1456969968217861,0.22379136768097202,0.1456969968217861,0.1456969968217861
47,http://mouse.owl#MA_0001486,http://human.owl#NCI_C32906,0.8461538461538461,0.9995249835634451,0.01935082577583912,0.9721655949877214,0.01935082577583912,0.01935082577583912
48,http://mouse.owl#MA_0001951,http://human.owl#NCI_C12715,0.8571428571428571,0.9859018032288502,0.09429126784226538,0.14933096314657257,0.09429126784226538,0.09429126784226538
49,http://mouse.owl#MA_0002332,http://human.owl#NCI_C32984,0.8181818181818182,0.9848484848484848,0.9119805436739145,0.23819529608966447,0.9119805436739145,0.9119805436739145
50,http://mouse.owl#MA_0000133,http://human.owl#NCI_C12351,0.8322368421052632,0.9540789120971727,0.43469775417239154,0.37534081490380006,0.43469775417239154,0.43469775417239154
51,http://mouse.owl#MA_0000694,http://human.owl#NCI_C53276,0.38095238095238093,0.3222222222222222,0.5231942815488098,0.8311067523503817,0.5231942815488098,0.5231942815488098
52,http://mouse.owl#MA_0000306,http://human.owl#NCI_C52771,0.8333333333333334,0.9755549256739733,0.17991293557455962,0.9910151836201783,0.17991293557455962,0.17991293557455962
53,http://mouse.owl#MA_0000246,http://human.owl#NCI_C33503,0.9047619047619048,1.0,0.9999769484064072,0.9999769540591925,0.9999769484064072,0.9999769484064072
54,http://mouse.owl#MA_0002585,http://human.owl#NCI_C33457,0.6349206349206349,0.7180770353485906,0.3876091180620968,0.060599101620351765,0.3876091180620968,0.3876091180620968
55,http://mouse.owl#MA_0001323,http://human.owl#NCI_C32856,0.7783882783882784,0.9945608291073377,0.8516869201427991,0.2846027727227297,0.8516869201427991,0.8516869201427991
56,http://mouse.owl#MA_0002321,http://human.owl#NCI_C32764,0.7546296296296297,0.9140952380952381,0.07756426545054781,0.02651567300393004,0.07756426545054781,0.07756426545054781
57,http://mouse.owl#MA_0002678,http://human.owl#NCI_C32604,0.798076923076923,0.9735620057070766,0.48151641053028055,0.45853752325983094,0.48151641053028055,0.48151641053028055
58,http://mouse.owl#MA_0000367,http://human.owl#NCI_C32733,0.6240079365079364,0.7219312169312169,0.04402083547108858,0.011164983716365708,0.04402083547108858,0.04402083547108858
59,http://mouse.owl#MA_0002317,http://human.owl#NCI_C53161,0.8098039215686276,0.9706081983859762,0.9103079126514061,0.8235566089748592,0.9103079126514061,0.9103079126514061
60,http://mouse.owl#MA_0000152,http://human.owl#NCI_C12701,0.888888888888889,1.0,0.9986704373617334,0.9975115659863123,0.9986704373617334,0.9986704373617334
61,http://mouse.owl#MA_0000131,http://human.owl#NCI_C33784,0.8148148148148149,0.9773809523809522,0.35205948565472,0.13772239861071117,0.35205948565472,0.35205948565472
62,http://mouse.owl#MA_0002575,http://human.owl#NCI_C12826,0.7995169082125604,0.9746769340055945,0.11569446629790664,0.21014168343803835,0.11569446629790664,0.11569446629790664
63,http://mouse.owl#MA_0001112,http://human.owl#NCI_C32695,0.7099567099567099,0.962987012987013,0.9984996983693823,0.9936775392976092,0.9984996983693823,0.9984996983693823
64,http://mouse.owl#MA_0000449,http://human.owl#NCI_C12770,0.6638888888888889,0.6049019607843136,0.7900053429999282,0.7845324006526366,0.7900053429999282,0.7900053429999282
65,http://mouse.owl#MA_0002373,http://human.owl#NCI_C52991,0.7566137566137566,0.9523809523809523,0.7831126933672641,0.24456915901029974,0.7831126933672641,0.7831126933672641
66,http://mouse.owl#MA_0002439,http://human.owl#NCI_C13050,0.8484848484848485,0.9750035310057827,0.897315285340696,0.9470004655664939,0.897315285340696,0.897315285340696
67,http://mouse.owl#MA_0001795,http://human.owl#NCI_C12278,0.7965367965367965,0.9859018032288502,0.057023546589731355,0.05458383303514558,0.057023546589731355,0.057023546589731355
68,http://mouse.owl#MA_0001796,http://human.owl#NCI_C12246,0.9393939393939394,1.0,0.9876796889268887,0.013726935180989065,0.9876796889268887,0.9876796889268887
69,http://mouse.owl#MA_0001891,http://human.owl#NCI_C32686,0.5938131313131313,0.6924247250334208,0.14431211280650466,0.4803530768089142,0.14431211280650466,0.14431211280650466
70,http://mouse.owl#MA_0002674,http://human.owl#NCI_C33773,0.7310606060606061,0.934375,0.5723975672281683,0.9313383486310929,0.5723975672281683,0.5723975672281683
