,source,target,JW,HPP,p50k_base,cl100k_base,r50k_base,gpt2
0,http://www.bbc.co.uk/things/111#id,http://www.bbc.co.uk/things/1325579500#id,0.6373363617157524,0.44154792868534276,0.3983676961000111,0.3619548047468477,0.3983676961000111,0.3983676961000111
1,http://www.bbc.co.uk/things/64#id,http://www.bbc.co.uk/things/1847437294#id,0.6441042399750845,0.34245834896249605,0.37795316391767403,0.3508494281769069,0.37795316391767403,0.37795316391767403
2,http://www.bbc.co.uk/things/48#id,http://www.bbc.co.uk/things/48#id,0.6967408320636586,0.4496534949549276,0.5166482693717025,0.4442372841272777,0.5166482693717025,0.5166482693717025
3,http://www.bbc.co.uk/things/208#id,http://www.bbc.co.uk/things/1023741141#id,0.654082665454846,0.41261914178947184,0.6482929092644931,0.6393795202526817,0.6482929092644931,0.6482929092644931
4,http://www.bbc.co.uk/things/256#id,http://www.bbc.co.uk/things/256#id,0.717411101552414,0.44805702641030065,0.4435716104801485,0.38729792441287636,0.4435716104801485,0.4435716104801485
5,http://www.bbc.co.uk/things/341#id,http://www.bbc.co.uk/things/752528222#id,0.6611114728266798,0.42157783794958226,0.3663708487333387,0.3580393526676733,0.3663708487333387,0.3663708487333387
6,http://www.bbc.co.uk/things/219#id,http://www.bbc.co.uk/things/219#id,0.7056590331374275,0.44841545557877216,0.5079301690172501,0.49682843500322266,0.5079301690172501,0.5079301690172501
7,http://www.bbc.co.uk/things/3#id,http://www.bbc.co.uk/things/489430069#id,0.7045514402862638,0.459216213746201,0.4556544911590372,0.36778448753496684,0.4556544911590372,0.4556544911590372
8,http://www.bbc.co.uk/things/83#id,http://www.bbc.co.uk/things/1834436766#id,0.6423213024504478,0.39240149337761165,0.436251607460327,0.5129180765154828,0.436251607460327,0.436251607460327
9,http://www.bbc.co.uk/things/137#id,http://www.bbc.co.uk/things/137#id,0.7217600356843832,0.453071984296895,0.47315392992166017,0.47887900395936867,0.47315392992166017,0.47315392992166017
10,http://www.bbc.co.uk/things/46#id,http://www.bbc.co.uk/things/46#id,0.6873106679742835,0.461035242634397,0.4216525028295919,0.3804308138177969,0.4216525028295919,0.4216525028295919
11,http://www.bbc.co.uk/things/224#id,http://www.bbc.co.uk/things/878520762#id,0.606157767511691,0.37659324826929924,0.3846330412940062,0.3248271931661404,0.3846330412940062,0.3846330412940062
12,http://www.bbc.co.uk/things/84#id,http://www.bbc.co.uk/things/84#id,0.6899523852297892,0.43260419572026815,0.40585321006137787,0.40859170088528357,0.40585321006137787,0.40585321006137787
13,http://www.bbc.co.uk/things/53#id,http://www.bbc.co.uk/things/53#id,0.6953867565420839,0.4627174036265887,0.5267863956004426,0.47644338749298604,0.5267863956004426,0.5267863956004426
14,http://www.bbc.co.uk/things/33#id,http://www.bbc.co.uk/things/1593726924#id,0.676267298011466,0.41576896496024296,0.4579170573501158,0.3777154655833174,0.4579170573501158,0.4579170573501158
15,http://www.bbc.co.uk/things/61#id,http://www.bbc.co.uk/things/723685516#id,0.7070383870860277,0.4409926659095945,0.4981415507288366,0.46336347475836087,0.4981415507288366,0.4981415507288366
16,http://www.bbc.co.uk/things/308#id,http://www.bbc.co.uk/things/849899310#id,0.681116870043123,0.43486467309568655,0.4648259717641106,0.37878049358254473,0.4648259717641106,0.4648259717641106
17,http://www.bbc.co.uk/things/317#id,http://www.bbc.co.uk/things/317#id,0.6840276920094778,0.4271731309310052,0.41807986928569696,0.46441021415781597,0.41807986928569696,0.41807986928569696
18,http://www.bbc.co.uk/things/161#id,http://www.bbc.co.uk/things/2081303218#id,0.6743684359466182,0.44359558365116414,0.4706025746857959,0.4857678489885429,0.4706025746857959,0.4706025746857959
19,http://www.bbc.co.uk/things/55#id,http://www.bbc.co.uk/things/393389129#id,0.6545864800921696,0.4178963479609508,0.3952313814407084,0.40732026407624317,0.3650747766203594,0.3650747766203594
20,http://www.bbc.co.uk/things/145#id,http://www.bbc.co.uk/things/2039336072#id,0.6534682157760163,0.4100729623507785,0.28819513589169454,0.26507744472249534,0.29340099999521835,0.29340099999521835
21,http://www.bbc.co.uk/things/97#id,http://www.bbc.co.uk/things/485246029#id,0.692885428452883,0.3910462840358452,0.4030840088873593,0.3434566317532145,0.4030840088873593,0.4030840088873593
22,http://www.bbc.co.uk/things/211#id,http://www.bbc.co.uk/things/245125157#id,0.6983968624048154,0.4500446804342777,0.41179840276967167,0.4418142937780492,0.41179840276967167,0.41179840276967167
23,http://www.bbc.co.uk/things/100#id,http://www.bbc.co.uk/things/1266136560#id,0.6934088243714527,0.4382963646672013,0.4557273099341982,0.44509812732792403,0.4557273099341982,0.4557273099341982
24,http://www.bbc.co.uk/things/258#id,http://www.bbc.co.uk/things/258#id,0.6995881196169499,0.4599653028392669,0.4083090406694849,0.41568136562929164,0.4083090406694849,0.4083090406694849
25,http://www.bbc.co.uk/things/92#id,http://www.bbc.co.uk/things/735640389#id,0.6890083834696924,0.44536835083019755,0.6293289021676574,0.624186999295534,0.6293289021676574,0.6293289021676574
26,http://www.bbc.co.uk/things/173#id,http://www.bbc.co.uk/things/173#id,0.6857582183986168,0.45484975556363627,0.4910778311013349,0.44429803031759857,0.4910778311013349,0.4910778311013349
27,http://www.bbc.co.uk/things/169#id,http://www.bbc.co.uk/things/2050926674#id,0.5920306822097102,0.398343294630081,0.46384668880819346,0.4149601142949756,0.46384668880819346,0.46384668880819346
28,http://www.bbc.co.uk/things/51#id,http://www.bbc.co.uk/things/51#id,0.7058421867245397,0.44306590648500777,0.5033261072736406,0.48151568370100833,0.5033261072736406,0.5033261072736406
29,http://www.bbc.co.uk/things/298#id,http://www.bbc.co.uk/things/1917713732#id,0.6162442711531477,0.3273552057024882,0.28537356068831093,0.2421876235022735,0.2822780279191315,0.2822780279191315
30,http://www.bbc.co.uk/things/59#id,http://www.bbc.co.uk/things/59#id,0.6921155207074747,0.4388005668042365,0.5100287076686654,0.4582991536807667,0.5100287076686654,0.5100287076686654
31,http://www.bbc.co.uk/things/152#id,http://www.bbc.co.uk/things/218065201#id,0.6499796286587983,0.4030962909521765,0.27179045054839296,0.23299213650152195,0.2899064338316376,0.2899064338316376
