,source,target,JW,HPP,p50k_base,cl100k_base,r50k_base,gpt2
0,http://data.doremus.org/expression/fb2eddd7-420f-388d-8e3e-dceb2e8246dc,http://data.doremus.org/expression/24ac166b-c63f-3f08-88e7-ace7bc79cf95,0.48586529255753463,0.23294045919497564,0.1587150303754931,0.21841868192419037,0.1587150303754931,0.1587150303754931
1,http://data.doremus.org/expression/393f054f-6431-3bdd-bf09-a7c482edaa9e,http://data.doremus.org/expression/d4176405-36f8-3a01-a676-1b8fa75796c6,0.5726113007992144,0.42817342663455416,0.290534975881461,0.3727109183302221,0.290534975881461,0.290534975881461
2,http://data.doremus.org/expression/d3240ef9-ab2f-367a-b2db-bd0e75c5ed82,http://data.doremus.org/expression/21133315-2c7f-3a3e-b976-b2d3428d4318,0.5082370807261637,0.27573503083996304,0.32097815800797286,0.19183824759588564,0.32097815800797286,0.32097815800797286
3,http://data.doremus.org/expression/bc3353d6-7a66-3ea8-a081-f9a6ba38f312,http://data.doremus.org/expression/28627b86-46b2-3d05-a2c6-d3347dbc8b4a,0.5961521291731143,0.4062278732269611,0.19153603777715805,0.25280263498544675,0.19153603777715805,0.19153603777715805
4,http://data.doremus.org/expression/9fa7f54f-4f73-316f-a6ae-510ba9e3c6eb,http://data.doremus.org/expression/c8237a45-f7b8-3697-9e79-1da29caa457d,0.6037163135167026,0.4286863374293185,0.2251070262238662,0.2384392849888768,0.2251070262238662,0.2251070262238662
5,http://data.doremus.org/expression/c1d58579-9193-3cc5-b3d1-897fe574e808,http://data.doremus.org/expression/ed8457c2-f5bd-3092-a606-b82749ee046d,0.63018124246597,0.5204983725504211,0.39736128925774866,0.4196648899903489,0.39736128925774866,0.39736128925774866
6,http://data.doremus.org/expression/f2df1eeb-77ba-3274-a805-d9f0af7ad1e0,http://data.doremus.org/expression/0d404069-e238-3af7-952f-3b7c79503d38,0.5145145261090766,0.36132126680293863,0.23148860303973237,0.3321073218655129,0.23148860303973237,0.23148860303973237
7,http://data.doremus.org/expression/a77e2030-f62a-329a-b1db-c7b7ff763aff,http://data.doremus.org/expression/3a741a82-00da-307b-9b19-88c959c0c3a4,0.4086326135087324,0.18188066272684072,0.532999556122407,0.5355039399956845,0.532999556122407,0.532999556122407
8,http://data.doremus.org/expression/885df709-ecf5-3dc8-b69b-c327a9601e70,http://data.doremus.org/expression/65c85b7f-8a7e-38db-a41a-9c7715831c5e,0.5047474363526763,0.2838500075121811,0.23094349185428345,0.2300115053474512,0.23094349185428345,0.23094349185428345
9,http://data.doremus.org/expression/dbd9df1d-c267-3d2e-ba17-307e1bfdd921,http://data.doremus.org/expression/740acd99-e694-3c33-a4cf-89d49c5475fd,0.5722310654749448,0.3555755400896516,0.35176607717443936,0.5286752186070374,0.35176607717443936,0.35176607717443936
